data,sku,cod_filial,filial,unidade,demanda,faturamento,num_transacoes,clientes_unicos
2024-02-06,3075,101032,RUA,KG,7.394,553.81,31,31
2024-02-07,3075,101032,RUA,KG,3.672,275.05,16,16
2024-02-08,3075,101032,RUA,KG,5.2059999999999995,389.94,22,22
2024-02-09,3075,101032,RUA,KG,7.67,574.49,29,29
2024-02-10,3075,101032,RUA,KG,3.718,278.5,16,16
2024-02-15,3075,101032,RUA,KG,3.399,254.58,11,11
2024-02-16,3075,101032,RUA,KG,11.426,855.87,47,47
2024-02-17,3075,101032,RUA,KG,6.37,477.12,27,27
2024-02-19,3075,101032,RUA,KG,3.566,267.11,17,17
2024-02-20,3075,101032,RUA,KG,2.44,182.75,11,11
2024-02-21,3075,101032,RUA,KG,4.192,313.99,16,16
2024-02-22,3075,101032,RUA,KG,4.656,348.73,19,19
2024-02-23,3075,101032,RUA,KG,6.2540000000000004,468.44,27,27
2024-02-24,3075,101032,RUA,KG,3.884,290.9,14,14
2024-02-26,3075,101032,RUA,KG,3.412,254.45,17,17
2024-02-27,3075,101032,RUA,KG,6.416,480.56,22,22
2024-02-28,3075,101032,RUA,KG,4.803,359.77,23,23
2024-02-29,3075,101032,RUA,KG,4.678,350.39,21,21
2024-03-01,3075,101032,RUA,KG,4.836,362.22,23,23
2024-03-02,3075,101032,RUA,KG,4.83,361.77,21,21
2024-03-04,3075,101032,RUA,KG,4.916,365.58,22,22
2024-03-05,3075,101032,RUA,KG,5.616,419.54,24,24
2024-03-06,3075,101032,RUA,KG,5.272,394.88,25,25
2024-03-07,3075,101032,RUA,KG,4.76,356.53999999999996,19,19
2024-03-08,3075,101032,RUA,KG,6.793,522.37,20,20
2024-03-09,3075,101032,RUA,KG,2.46,189.18,11,11
2024-03-11,3075,101032,RUA,KG,6.7379999999999995,518.16,22,22
2024-03-12,3075,101032,RUA,KG,4.952,380.8,20,20
2024-03-13,3075,101032,RUA,KG,5.702,438.5,22,22
2024-03-14,3075,101032,RUA,KG,4.494,345.57,21,21
2024-03-15,3075,101032,RUA,KG,7.302,561.52,28,28
2024-03-16,3075,101032,RUA,KG,4.857,373.5,21,21
2024-03-18,3075,101032,RUA,KG,2.948,226.69,12,12
2024-03-19,3075,101032,RUA,KG,1.964,151.05,11,11
2024-03-20,3075,101032,RUA,KG,2.7640000000000002,212.55,12,12
2024-03-21,3075,101032,RUA,KG,2.69,206.85,13,13
2024-03-22,3075,101032,RUA,KG,3.418,262.84999999999997,13,13
2024-03-23,3075,101032,RUA,KG,4.712,362.35,20,20
2024-03-25,3075,101032,RUA,KG,3.846,295.74,16,16
2024-03-26,3075,101032,RUA,KG,4.686,360.37,20,20
2024-03-27,3075,101032,RUA,KG,6.67,512.92,25,25
2024-03-28,3075,101032,RUA,KG,5.4399999999999995,418.37,18,18
2024-03-30,3075,101032,RUA,KG,3.562,270.6,15,15
2024-04-01,3075,101032,RUA,KG,5.0200000000000005,386.06,19,19
2024-04-02,3075,101032,RUA,KG,2.846,218.85999999999999,12,12
2024-04-03,3075,101032,RUA,KG,5.038,387.42,22,22
2024-04-04,3075,101032,RUA,KG,5.182,398.48,22,22
2024-04-05,3075,101032,RUA,KG,3.528,271.29,13,13
2024-04-06,3075,101032,RUA,KG,4.187,322.0,16,16
2024-04-08,3075,101032,RUA,KG,3.622,278.53,16,16
2024-04-09,3075,101032,RUA,KG,3.8810000000000002,298.42,18,18
2024-04-10,3075,101032,RUA,KG,3.9299999999999997,302.22,19,19
2024-04-11,3075,101032,RUA,KG,1.984,152.58,10,10
2024-04-12,3075,101032,RUA,KG,3.734,287.13,19,19
2024-04-13,3075,101032,RUA,KG,4.64,356.83,17,17
2024-04-15,3075,101032,RUA,KG,6.348,488.15000000000003,25,25
2024-04-16,3075,101032,RUA,KG,5.098,392.05,25,25
2024-04-17,3075,101032,RUA,KG,2.4699999999999998,189.97,12,12
2024-04-18,3075,101032,RUA,KG,6.566,504.94,32,32
2024-04-19,3075,101032,RUA,KG,5.8660000000000005,451.09000000000003,27,27
2024-04-20,3075,101032,RUA,KG,3.548,272.83,16,16
2024-04-22,3075,101032,RUA,KG,3.048,234.39000000000001,16,16
2024-04-24,3075,101032,RUA,KG,3.47,266.84000000000003,17,17
2024-04-25,3075,101032,RUA,KG,4.332,333.12,22,21
2024-04-26,3075,101032,RUA,KG,3.866,297.28999999999996,14,14
2024-04-27,3075,101032,RUA,KG,2.804,215.63,15,15
2024-04-29,3075,101032,RUA,KG,5.044,387.9,20,20
2024-04-30,3075,101032,RUA,KG,5.444,418.65,23,23
2024-05-02,3075,101032,RUA,KG,5.8180000000000005,447.41,24,24
2024-05-03,3075,101032,RUA,KG,7.872000000000001,605.35,26,26
2024-05-04,3075,101032,RUA,KG,4.558,350.5,20,20
2024-05-06,3075,101032,RUA,KG,1.324,101.82000000000001,8,8
2024-05-07,3075,101032,RUA,KG,5.274,405.56,22,22
2024-05-08,3075,101032,RUA,KG,4.35,334.51,20,20
2024-05-09,3075,101032,RUA,KG,7.148,549.69,32,32
2024-05-10,3075,101032,RUA,KG,5.508,423.57,19,19
2024-05-11,3075,101032,RUA,KG,3.138,241.32,12,12
2024-05-13,3075,101032,RUA,KG,2.052,157.8,7,7
2024-05-14,3075,101032,RUA,KG,4.3500000000000005,334.53,18,18
2024-05-15,3075,101032,RUA,KG,5.536,423.12,29,29
2024-05-16,3075,101032,RUA,KG,2.694,207.16000000000003,14,14
2024-05-17,3075,101032,RUA,KG,5.016,385.7,24,24
2024-05-18,3075,101032,RUA,KG,5.336,408.54,21,21
2024-05-20,3075,101032,RUA,KG,4.818,370.53,23,23
2024-05-21,3075,101032,RUA,KG,4.292,330.05,20,20
2024-05-22,3075,101032,RUA,KG,3.19,245.32999999999998,15,15
2024-05-23,3075,101032,RUA,KG,5.212,400.81,19,19
2024-05-24,3075,101032,RUA,KG,4.29,329.9,20,20
2024-05-25,3075,101032,RUA,KG,2.948,223.15,12,12
2024-05-27,3075,101032,RUA,KG,5.4639999999999995,412.53999999999996,25,25
2024-05-28,3075,101032,RUA,KG,4.868,358.86,21,21
2024-05-29,3075,101032,RUA,KG,4.8870000000000005,358.23,21,21
2024-05-31,3075,101032,RUA,KG,3.216,240.49,16,16
2024-06-01,3075,101032,RUA,KG,3.344,245.68,14,14
2024-06-03,3075,101032,RUA,KG,5.654,434.8,25,25
2024-06-04,3075,101032,RUA,KG,4.082,313.91,18,18
2024-06-05,3075,101032,RUA,KG,3.54,272.23,13,13
2024-06-06,3075,101032,RUA,KG,3.866,297.29,19,19
2024-06-07,3075,101032,RUA,KG,7.024,540.17,26,26
2024-06-08,3075,101032,RUA,KG,6.897,530.4,24,24
2024-06-10,3075,101032,RUA,KG,2.9939999999999998,230.23,13,13
2024-06-11,3075,101032,RUA,KG,3.502,269.3,14,14
2024-06-12,3075,101032,RUA,KG,4.474,344.05,17,17
2024-06-13,3075,101032,RUA,KG,4.692,360.81,18,18
2024-06-14,3075,101032,RUA,KG,3.176,244.23000000000002,16,16
2024-06-15,3075,101032,RUA,KG,2.442,187.78,14,14
2024-06-17,3075,101032,RUA,KG,5.062,389.27,23,23
2024-06-18,3075,101032,RUA,KG,5.764,443.23,32,32
2024-06-19,3075,101032,RUA,KG,5.194,399.4,19,19
2024-06-20,3075,101032,RUA,KG,4.014,308.69,21,21
2024-06-21,3075,101032,RUA,KG,6.078,467.38,20,20
2024-06-22,3075,101032,RUA,KG,5.82,447.59000000000003,23,23
2024-06-24,3075,101032,RUA,KG,4.022,309.3,17,17
2024-06-25,3075,101032,RUA,KG,6.25,480.62,20,20
2024-06-26,3075,101032,RUA,KG,4.226,324.99,22,22
2024-06-27,3075,101032,RUA,KG,4.154,319.44,20,20
2024-06-28,3075,101032,RUA,KG,5.338,410.48,19,19
2024-06-29,3075,101032,RUA,KG,5.39,414.51,25,25
2024-07-01,3075,101032,RUA,KG,3.862,296.98,18,18
2024-07-02,3075,101032,RUA,KG,5.872,451.55,27,27
2024-07-03,3075,101032,RUA,KG,5.886,452.66,26,26
2024-07-04,3075,101032,RUA,KG,4.306,329.72,21,21
2024-07-05,3075,101032,RUA,KG,5.33,409.9,20,20
2024-07-06,3075,101032,RUA,KG,4.122,316.98,17,17
2024-07-08,3075,101032,RUA,KG,3.992,306.97,21,21
2024-07-09,3075,101032,RUA,KG,2.846,218.86,12,12
2024-07-10,3075,101032,RUA,KG,7.059,542.81,28,28
2024-07-11,3075,101032,RUA,KG,4.1,315.29,18,18
2024-07-12,3075,101032,RUA,KG,5.074,390.21,25,25
2024-07-13,3075,101032,RUA,KG,4.941,379.98,21,21
2024-07-15,3075,101032,RUA,KG,4.974,382.49,23,23
2024-07-16,3075,101032,RUA,KG,4.94,379.87,20,20
2024-07-17,3075,101032,RUA,KG,5.058,388.96999999999997,18,18
2024-07-18,3075,101032,RUA,KG,4.128,317.45,19,19
2024-07-19,3075,101032,RUA,KG,2.926,225.02,13,13
2024-07-20,3075,101032,RUA,KG,4.284,329.44,14,14
2024-07-22,3075,101032,RUA,KG,4.2620000000000005,301.09,14,14
2024-07-23,3075,101032,RUA,KG,0.308,21.32,1,1
2024-07-24,3075,101032,RUA,KG,3.415,245.98000000000002,14,14
2024-07-25,3075,101032,RUA,KG,3.54,253.98,16,16
2024-07-26,3075,101032,RUA,KG,5.2299999999999995,373.05,22,22
2024-07-27,3075,101032,RUA,KG,4.566,321.23,16,16
2024-07-29,3075,101032,RUA,KG,2.962,212.58,13,13
2024-07-30,3075,101032,RUA,KG,6.771,483.33,27,27
2024-07-31,3075,101032,RUA,KG,5.822,434.23,31,31
2024-08-01,3075,101032,RUA,KG,4.14,303.22,18,18
2024-08-02,3075,101032,RUA,KG,6.202,444.56,22,22
2024-08-03,3075,101032,RUA,KG,3.501,254.09,17,17
2024-08-05,3075,101032,RUA,KG,3.86,296.86,21,21
2024-08-06,3075,101032,RUA,KG,6.822,524.61,35,35
2024-08-07,3075,101032,RUA,KG,6.0520000000000005,465.42,23,23
2024-08-08,3075,101032,RUA,KG,5.246,403.43,24,24
2024-08-09,3075,101032,RUA,KG,3.762,289.3,15,15
2024-08-10,3075,101032,RUA,KG,4.114,316.37,18,18
2024-08-12,3075,101032,RUA,KG,3.704,284.82,19,19
2024-08-13,3075,101032,RUA,KG,3.6340000000000003,279.45,12,12
2024-08-14,3075,101032,RUA,KG,5.25,403.71999999999997,25,25
2024-08-15,3075,101032,RUA,KG,5.792,445.38,22,22
2024-08-16,3075,101032,RUA,KG,8.188,629.65,28,28
2024-08-17,3075,101032,RUA,KG,2.616,201.17000000000002,12,12
2024-08-19,3075,101032,RUA,KG,6.617,508.86,25,25
2024-08-20,3075,101032,RUA,KG,7.494,576.29,32,32
2024-08-21,3075,101032,RUA,KG,6.261,481.5,27,27
2024-08-22,3075,101032,RUA,KG,4.464,343.3,19,19
2024-08-23,3075,101032,RUA,KG,3.153,242.48000000000002,15,15
2024-08-24,3075,101032,RUA,KG,6.05,460.89,26,26
2024-08-26,3075,101032,RUA,KG,2.758,212.09,15,15
2024-08-27,3075,101032,RUA,KG,3.922,301.58,23,23
2024-08-28,3075,101032,RUA,KG,6.2940000000000005,484.0,24,24
2024-08-29,3075,101032,RUA,KG,6.46,496.76,23,23
2024-08-30,3075,101032,RUA,KG,6.046,464.94,28,28
2024-08-31,3075,101032,RUA,KG,4.746,361.91,19,19
2024-09-02,3075,101032,RUA,KG,4.502,346.2,19,19
2024-09-03,3075,101032,RUA,KG,4.78,367.6,23,23
2024-09-04,3075,101032,RUA,KG,5.62,432.18,23,23
2024-09-05,3075,101032,RUA,KG,6.615,508.68,26,26
2024-09-06,3075,101032,RUA,KG,3.66,281.46000000000004,21,21
2024-09-09,3075,101032,RUA,KG,6.305,484.84,25,25
2024-09-10,3075,101032,RUA,KG,7.504,577.05,35,34
2024-09-11,3075,101032,RUA,KG,9.69,745.16,31,31
2024-09-12,3075,101032,RUA,KG,6.922,532.15,26,26
2024-09-13,3075,101032,RUA,KG,7.35,565.23,28,28
2024-09-14,3075,101032,RUA,KG,3.108,239.0,13,13
2024-09-16,3075,101032,RUA,KG,3.054,234.84,17,17
2024-09-17,3075,101032,RUA,KG,6.747,518.85,31,30
2024-09-18,3075,101032,RUA,KG,6.287,483.48,28,28
2024-09-19,3075,101032,RUA,KG,6.216,477.99,26,25
2024-09-20,3075,101032,RUA,KG,5.146,395.74,22,22
2024-09-21,3075,101032,RUA,KG,3.17,243.76999999999998,16,16
2024-09-23,3075,101032,RUA,KG,4.256,327.28000000000003,17,17
2024-09-24,3075,101032,RUA,KG,4.982,383.11,21,21
2024-09-25,3075,101032,RUA,KG,5.422,416.96000000000004,20,20
2024-09-26,3075,101032,RUA,KG,2.64,203.03,14,14
2024-09-27,3075,101032,RUA,KG,3.9059999999999997,300.39,19,18
2024-09-28,3075,101032,RUA,KG,4.247,326.58,21,21
2024-09-30,3075,101032,RUA,KG,4.742,364.64,22,22
2024-10-01,3075,101032,RUA,KG,6.388,491.24,31,31
2024-10-02,3075,101032,RUA,KG,6.397,491.90999999999997,27,27
2024-10-03,3075,101032,RUA,KG,6.226,478.77,22,22
2024-10-04,3075,101032,RUA,KG,5.702,438.48,20,20
2024-10-05,3075,101032,RUA,KG,5.064,389.42,20,20
2024-10-07,3075,101032,RUA,KG,5.954,457.86,27,27
2024-10-08,3075,101032,RUA,KG,5.296,407.27,20,20
2024-10-09,3075,101032,RUA,KG,3.42,262.4,16,16
2024-10-10,3075,101032,RUA,KG,3.334,256.39,17,17
2024-10-11,3075,101032,RUA,KG,2.892,222.39,17,17
2024-10-12,3075,101032,RUA,KG,2.338,179.79,12,12
2024-10-14,3075,101032,RUA,KG,4.224,324.82,19,19
2024-10-15,3075,101032,RUA,KG,5.259,404.42,25,25
2024-10-16,3075,101032,RUA,KG,4.998,384.11,22,22
2024-10-17,3075,101032,RUA,KG,6.965,535.61,30,30
2024-10-18,3075,101032,RUA,KG,4.122,316.98,21,21
2024-10-19,3075,101032,RUA,KG,3.964,304.83,19,19
2024-10-22,3075,101032,RUA,KG,7.433,571.6,29,29
2024-10-23,3075,101032,RUA,KG,3.984,306.37,16,16
2024-10-24,3075,101032,RUA,KG,4.599,353.67,21,21
2024-10-25,3075,101032,RUA,KG,5.916,454.94,22,22
2024-10-26,3075,101032,RUA,KG,3.448,265.16,15,15
2024-10-28,3075,101032,RUA,KG,4.476,344.2,22,22
2024-10-29,3075,101032,RUA,KG,3.684,283.31,17,17
2024-10-30,3075,101032,RUA,KG,6.236,479.56,26,26
2024-10-31,3075,101032,RUA,KG,2.802,215.49,14,14
2024-11-01,3075,101032,RUA,KG,6.442,495.4,32,32
2024-11-02,3075,101032,RUA,KG,3.27,247.67000000000002,13,13
2024-11-04,3075,101032,RUA,KG,4.342,333.9,21,21
2024-11-05,3075,101032,RUA,KG,6.745,518.71,24,24
2024-11-06,3075,101032,RUA,KG,6.348,488.17,23,23
2024-11-07,3075,101032,RUA,KG,5.212,400.81,23,23
2024-11-08,3075,101032,RUA,KG,5.192,399.28000000000003,22,22
2024-11-09,3075,101032,RUA,KG,3.727,286.6,22,22
2024-11-11,3075,101032,RUA,KG,5.334,410.17,23,23
2024-11-12,3075,101032,RUA,KG,6.834,525.55,32,32
2024-11-13,3075,101032,RUA,KG,3.596,276.52,17,17
2024-11-14,3075,101032,RUA,KG,3.832,294.7,20,20
2024-11-16,3075,101032,RUA,KG,4.978,382.78999999999996,21,21
2024-11-18,3075,101032,RUA,KG,6.088,420.29,25,25
2024-11-19,3075,101032,RUA,KG,5.16,354.33000000000004,20,20
2024-11-21,3075,101032,RUA,KG,8.208,558.87,29,29
2024-11-22,3075,101032,RUA,KG,7.882,539.39,29,29
2024-11-23,3075,101032,RUA,KG,4.974,329.66,14,14
2024-11-25,3075,101032,RUA,KG,5.3020000000000005,407.75,22,22
2024-11-26,3075,101032,RUA,KG,3.904,300.2,15,15
2024-11-27,3075,101032,RUA,KG,6.6659999999999995,512.63,29,29
2024-11-28,3075,101032,RUA,KG,3.826,294.21,17,17
2024-11-29,3075,101032,RUA,KG,5.914,454.78000000000003,29,29
2024-11-30,3075,101032,RUA,KG,3.474,267.14,13,13
2024-01-02,3075,101042,SHOPPING,KG,2.001,149.88,10,10
2024-01-03,3075,101042,SHOPPING,KG,2.362,176.93,14,14
2024-01-04,3075,101042,SHOPPING,KG,2.392,179.17,12,12
2024-01-05,3075,101042,SHOPPING,KG,2.546,190.71,14,14
2024-01-06,3075,101042,SHOPPING,KG,4.266,319.52,15,15
2024-01-07,3075,101042,SHOPPING,KG,1.6320000000000001,122.25,9,9
2024-01-08,3075,101042,SHOPPING,KG,2.342,175.44,12,12
2024-01-09,3075,101042,SHOPPING,KG,2.319,173.69,12,12
2024-01-10,3075,101042,SHOPPING,KG,3.206,240.15,11,11
2024-01-11,3075,101042,SHOPPING,KG,0.976,73.1,6,6
2024-01-12,3075,101042,SHOPPING,KG,1.978,147.93,11,11
2024-01-13,3075,101042,SHOPPING,KG,4.824,361.34,23,23
2024-01-14,3075,101042,SHOPPING,KG,1.542,115.5,6,6
2024-01-15,3075,101042,SHOPPING,KG,2.376,177.98,13,13
2024-01-16,3075,101042,SHOPPING,KG,4.89,366.28,24,24
2024-01-17,3075,101042,SHOPPING,KG,2.79,208.98,13,13
2024-01-18,3075,101042,SHOPPING,KG,4.57,342.31,25,25
2024-01-19,3075,101042,SHOPPING,KG,4.21,315.32,24,24
2024-01-20,3075,101042,SHOPPING,KG,3.138,235.07,16,16
2024-01-21,3075,101042,SHOPPING,KG,1.012,75.81,7,7
2024-01-22,3075,101042,SHOPPING,KG,0.9299999999999999,69.66,4,4
2024-01-23,3075,101042,SHOPPING,KG,2.522,188.9,14,14
2024-01-24,3075,101042,SHOPPING,KG,3.1439999999999997,235.49,13,13
2024-01-25,3075,101042,SHOPPING,KG,2.542,190.41,13,13
2024-01-26,3075,101042,SHOPPING,KG,3.68,275.63,13,13
2024-01-27,3075,101042,SHOPPING,KG,4.006,296.58,19,19
2024-01-28,3075,101042,SHOPPING,KG,1.022,76.55000000000001,5,5
2024-01-29,3075,101042,SHOPPING,KG,5.63,421.71,23,23
2024-01-30,3075,101042,SHOPPING,KG,3.386,253.64,19,19
2024-01-31,3075,101042,SHOPPING,KG,2.516,188.45000000000002,13,13
2024-02-01,3075,101042,SHOPPING,KG,5.264,394.29,21,21
2024-02-02,3075,101042,SHOPPING,KG,5.931,444.25,27,27
2024-02-03,3075,101042,SHOPPING,KG,6.209,465.1,29,28
2024-02-04,3075,101042,SHOPPING,KG,1.968,147.4,8,8
2024-02-05,3075,101042,SHOPPING,KG,5.727,428.97,24,24
2024-02-06,3075,101042,SHOPPING,KG,2.87,214.98,15,15
2024-02-07,3075,101042,SHOPPING,KG,5.136,384.7,26,26
2024-02-08,3075,101042,SHOPPING,KG,4.314,323.12,20,20
2024-02-09,3075,101042,SHOPPING,KG,6.164,461.68,24,24
2024-02-10,3075,101042,SHOPPING,KG,0.909,68.09,6,6
2024-02-11,3075,101042,SHOPPING,KG,0.8,59.92,4,4
2024-02-12,3075,101042,SHOPPING,KG,0.998,74.75,6,6
2024-02-14,3075,101042,SHOPPING,KG,3.9939999999999998,299.16,15,15
2024-02-15,3075,101042,SHOPPING,KG,5.204,389.78,22,22
2024-02-16,3075,101042,SHOPPING,KG,2.268,169.88,11,11
2024-02-17,3075,101042,SHOPPING,KG,2.0220000000000002,151.45,11,11
2024-02-18,3075,101042,SHOPPING,KG,1.72,128.82,8,8
2024-02-19,3075,101042,SHOPPING,KG,2.4619999999999997,184.42000000000002,10,10
2024-02-20,3075,101042,SHOPPING,KG,3.066,229.65,15,15
2024-02-21,3075,101042,SHOPPING,KG,3.0300000000000002,226.95,13,13
2024-02-22,3075,101042,SHOPPING,KG,3.4859999999999998,261.13,17,17
2024-02-23,3075,101042,SHOPPING,KG,2.362,176.92,11,11
2024-02-24,3075,101042,SHOPPING,KG,4.776,357.72,23,23
2024-02-25,3075,101042,SHOPPING,KG,1.7389999999999999,130.27,8,8
2024-02-26,3075,101042,SHOPPING,KG,1.669,125.00999999999999,9,9
2024-02-27,3075,101042,SHOPPING,KG,3.878,289.0,22,22
2024-02-28,3075,101042,SHOPPING,KG,2.358,176.62,14,14
2024-02-29,3075,101042,SHOPPING,KG,3.362,251.82999999999998,15,15
2024-03-01,3075,101042,SHOPPING,KG,5.764,431.73,26,26
2024-03-02,3075,101042,SHOPPING,KG,7.554,565.8,30,30
2024-03-03,3075,101042,SHOPPING,KG,1.312,98.27,10,10
2024-03-04,3075,101042,SHOPPING,KG,2.404,180.07,11,11
2024-03-05,3075,101042,SHOPPING,KG,5.12,383.5,16,16
2024-03-06,3075,101042,SHOPPING,KG,2.438,181.73000000000002,11,11
2024-03-07,3075,101042,SHOPPING,KG,4.304,322.38,17,17
2024-03-08,3075,101042,SHOPPING,KG,3.172,243.94,16,16
2024-03-09,3075,101042,SHOPPING,KG,3.712,285.46,20,20
2024-03-10,3075,101042,SHOPPING,KG,3.793,291.68,15,15
2024-03-11,3075,101042,SHOPPING,KG,3.528,271.31,14,14
2024-03-12,3075,101042,SHOPPING,KG,4.2940000000000005,330.2,21,21
2024-03-13,3075,101042,SHOPPING,KG,3.034,233.31,15,15
2024-03-14,3075,101042,SHOPPING,KG,2.118,162.89,12,12
2024-03-15,3075,101042,SHOPPING,KG,3.904,300.22,21,21
2024-03-16,3075,101042,SHOPPING,KG,6.268,482.03000000000003,21,21
2024-03-17,3075,101042,SHOPPING,KG,1.493,114.81,8,8
2024-03-18,3075,101042,SHOPPING,KG,2.762,212.39,16,16
2024-03-19,3075,101042,SHOPPING,KG,3.088,237.46,16,16
2024-03-20,3075,101042,SHOPPING,KG,2.068,159.02,12,12
2024-03-21,3075,101042,SHOPPING,KG,1.698,129.6,9,9
2024-03-22,3075,101042,SHOPPING,KG,2.6639999999999997,204.87,10,10
2024-03-23,3075,101042,SHOPPING,KG,3.236,248.84,17,17
2024-03-24,3075,101042,SHOPPING,KG,2.126,163.49,10,10
2024-03-25,3075,101042,SHOPPING,KG,2.542,195.49,14,14
2024-03-26,3075,101042,SHOPPING,KG,2.636,202.71,15,15
2024-03-27,3075,101042,SHOPPING,KG,3.624,278.7,19,19
2024-03-28,3075,101042,SHOPPING,KG,3.4299999999999997,263.76,19,19
2024-03-29,3075,101042,SHOPPING,KG,2.574,197.94,13,13
2024-03-30,3075,101042,SHOPPING,KG,2.846,218.85999999999999,14,14
2024-03-31,3075,101042,SHOPPING,KG,1.466,112.74,4,4
2024-04-01,3075,101042,SHOPPING,KG,2.66,204.56,14,14
2024-04-02,3075,101042,SHOPPING,KG,4.0,307.6,14,14
2024-04-03,3075,101042,SHOPPING,KG,2.7960000000000003,215.03,13,13
2024-04-04,3075,101042,SHOPPING,KG,2.892,222.39000000000001,14,14
2024-04-05,3075,101042,SHOPPING,KG,2.524,194.1,14,14
2024-04-06,3075,101042,SHOPPING,KG,2.86,219.94,13,13
2024-04-07,3075,101042,SHOPPING,KG,2.406,185.01,10,10
2024-04-08,3075,101042,SHOPPING,KG,3.92,301.44,19,19
2024-04-09,3075,101042,SHOPPING,KG,3.242,249.29,14,14
2024-04-10,3075,101042,SHOPPING,KG,3.086,237.31,17,17
2024-04-11,3075,101042,SHOPPING,KG,3.784,290.98,17,17
2024-04-12,3075,101042,SHOPPING,KG,1.898,145.95,11,11
2024-04-13,3075,101042,SHOPPING,KG,3.782,290.83,18,18
2024-04-14,3075,101042,SHOPPING,KG,1.684,129.51,11,11
2024-04-15,3075,101042,SHOPPING,KG,3.126,240.39,17,17
2024-04-16,3075,101042,SHOPPING,KG,3.88,298.38,16,16
2024-04-17,3075,101042,SHOPPING,KG,2.41,185.32999999999998,12,12
2024-04-18,3075,101042,SHOPPING,KG,4.7700000000000005,366.83,23,23
2024-04-19,3075,101042,SHOPPING,KG,4.314,331.74,19,19
2024-04-20,3075,101042,SHOPPING,KG,4.14,318.36,15,15
2024-04-21,3075,101042,SHOPPING,KG,1.03,79.21000000000001,5,5
2024-04-22,3075,101042,SHOPPING,KG,3.574,274.85,15,15
2024-04-23,3075,101042,SHOPPING,KG,2.32,178.41,12,12
2024-04-24,3075,101042,SHOPPING,KG,5.12,393.72,20,20
2024-04-25,3075,101042,SHOPPING,KG,3.306,254.23,18,18
2024-04-26,3075,101042,SHOPPING,KG,4.351,334.61,24,23
2024-04-27,3075,101042,SHOPPING,KG,3.529,271.38,18,18
2024-04-28,3075,101042,SHOPPING,KG,1.548,119.05,10,10
2024-04-29,3075,101042,SHOPPING,KG,2.762,212.41,13,13
2024-04-30,3075,101042,SHOPPING,KG,3.92,301.46,14,14
2024-05-01,3075,101042,SHOPPING,KG,1.948,148.99,8,8
2024-05-02,3075,101042,SHOPPING,KG,5.428,417.40000000000003,23,23
2024-05-03,3075,101042,SHOPPING,KG,4.634,356.36,21,21
2024-05-04,3075,101042,SHOPPING,KG,5.732,440.78999999999996,24,24
2024-05-05,3075,101042,SHOPPING,KG,3.096,238.07,14,14
2024-05-06,3075,101042,SHOPPING,KG,3.2560000000000002,250.39,15,15
2024-05-07,3075,101042,SHOPPING,KG,4.65,357.6,20,20
2024-05-08,3075,101042,SHOPPING,KG,5.184,398.67,22,22
2024-05-09,3075,101042,SHOPPING,KG,2.99,229.93,12,12
2024-05-10,3075,101042,SHOPPING,KG,3.778,288.7,18,18
2024-05-11,3075,101042,SHOPPING,KG,5.346,411.12,23,23
2024-05-12,3075,101042,SHOPPING,KG,1.554,119.49999999999999,6,6
2024-05-13,3075,101042,SHOPPING,KG,2.7479999999999998,211.32,13,13
2024-05-14,3075,101042,SHOPPING,KG,1.6099999999999999,123.80999999999999,9,9
2024-05-15,3075,101042,SHOPPING,KG,3.904,300.22,17,17
2024-05-16,3075,101042,SHOPPING,KG,3.818,293.6,18,18
2024-05-17,3075,101042,SHOPPING,KG,2.194,168.71,13,13
2024-05-18,3075,101042,SHOPPING,KG,5.0489999999999995,388.29,24,24
2024-05-19,3075,101042,SHOPPING,KG,1.076,82.74,6,6
2024-05-20,3075,101042,SHOPPING,KG,3.099,238.3,16,16
2024-05-21,3075,101042,SHOPPING,KG,4.405,338.74,23,23
2024-05-22,3075,101042,SHOPPING,KG,3.3689999999999998,259.07,14,14
2024-05-23,3075,101042,SHOPPING,KG,4.406,338.83,23,23
2024-05-24,3075,101042,SHOPPING,KG,4.788,368.2,21,21
2024-05-25,3075,101042,SHOPPING,KG,4.15,319.14,20,20
2024-05-26,3075,101042,SHOPPING,KG,1.948,149.79,9,9
2024-05-27,3075,101042,SHOPPING,KG,2.044,154.47,11,11
2024-05-28,3075,101042,SHOPPING,KG,4.508,337.76,22,22
2024-05-29,3075,101042,SHOPPING,KG,3.1550000000000002,236.65,18,18
2024-05-30,3075,101042,SHOPPING,KG,2.338,179.77,11,11
2024-05-31,3075,101042,SHOPPING,KG,5.126,378.5,21,21
2024-06-01,3075,101042,SHOPPING,KG,4.877,368.72,22,22
2024-06-02,3075,101042,SHOPPING,KG,2.752,208.3,10,10
2024-06-03,3075,101042,SHOPPING,KG,5.654,434.82,24,24
2024-06-04,3075,101042,SHOPPING,KG,3.056,235.01,16,16
2024-06-05,3075,101042,SHOPPING,KG,7.214,554.74,39,39
2024-06-06,3075,101042,SHOPPING,KG,3.616,278.06,22,22
2024-06-07,3075,101042,SHOPPING,KG,4.892,376.2,22,22
2024-06-08,3075,101042,SHOPPING,KG,3.893,299.39,21,21
2024-06-09,3075,101042,SHOPPING,KG,2.07,159.17000000000002,10,10
2024-06-10,3075,101042,SHOPPING,KG,3.616,278.08,20,20
2024-06-11,3075,101042,SHOPPING,KG,2.86,219.94,14,14
2024-06-12,3075,101042,SHOPPING,KG,3.884,296.92,21,21
